,method,K,radius,noise_level,run
5488,pmlat,3,10,3,28
5489,pmlat,3,10,3,29
5490,pmlat,3,10,4,0
5491,pmlat,3,10,4,1
5492,pmlat,3,10,4,2
5493,pmlat,3,10,4,3
5494,pmlat,3,10,4,4
5495,pmlat,3,10,4,5
5496,pmlat,3,10,4,6
5497,pmlat,3,10,4,7
5498,pmlat,3,10,4,8
5499,pmlat,3,10,4,9
5500,pmlat,3,10,4,10
5501,pmlat,3,10,4,11
5502,pmlat,3,10,4,12
5503,pmlat,3,10,4,13
5504,pmlat,3,10,4,14
5505,pmlat,3,10,4,15
5506,pmlat,3,10,4,16
5507,pmlat,3,10,4,17
5508,pmlat,3,10,4,18
5509,pmlat,3,10,4,19
5510,pmlat,3,10,4,20
5511,pmlat,3,10,4,21
5512,pmlat,3,10,4,22
5513,pmlat,3,10,4,23
5514,pmlat,3,10,4,24
5515,pmlat,3,10,4,25
5516,pmlat,3,10,4,26
5517,pmlat,3,10,4,27
5518,pmlat,3,10,4,28
5519,pmlat,3,10,4,29
5520,pmlat,3,10,5,0
5521,pmlat,3,10,5,1
5522,pmlat,3,10,5,2
5523,pmlat,3,10,5,3
5524,pmlat,3,10,5,4
5525,pmlat,3,10,5,5
5526,pmlat,3,10,5,6
5527,pmlat,3,10,5,7
5528,pmlat,3,10,5,8
5529,pmlat,3,10,5,9
5530,pmlat,3,10,5,10
5531,pmlat,3,10,5,11
5532,pmlat,3,10,5,12
5533,pmlat,3,10,5,13
5534,pmlat,3,10,5,14
5535,pmlat,3,10,5,15
5536,pmlat,3,10,5,16
5537,pmlat,3,10,5,17
5538,pmlat,3,10,5,18
5539,pmlat,3,10,5,19
5540,pmlat,3,10,5,20
5541,pmlat,3,10,5,21
5542,pmlat,3,10,5,22
5543,pmlat,3,10,5,23
5544,pmlat,3,10,5,24
5545,pmlat,3,10,5,25
5546,pmlat,3,10,5,26
5547,pmlat,3,10,5,27
5548,pmlat,3,10,5,28
5549,pmlat,3,10,5,29
5550,pmlat,3,10,6,0
5551,pmlat,3,10,6,1
5552,pmlat,3,10,6,2
5553,pmlat,3,10,6,3
5554,pmlat,3,10,6,4
5555,pmlat,3,10,6,5
5556,pmlat,3,10,6,6
5557,pmlat,3,10,6,7
5558,pmlat,3,10,6,8
5559,pmlat,3,10,6,9
5560,pmlat,3,10,6,10
5561,pmlat,3,10,6,11
5562,pmlat,3,10,6,12
5563,pmlat,3,10,6,13
5564,pmlat,3,10,6,14
5565,pmlat,3,10,6,15
5566,pmlat,3,10,6,16
5567,pmlat,3,10,6,17
5568,pmlat,3,10,6,18
5569,pmlat,3,10,6,19
5570,pmlat,3,10,6,20
5571,pmlat,3,10,6,21
5572,pmlat,3,10,6,22
5573,pmlat,3,10,6,23
5574,pmlat,3,10,6,24
5575,pmlat,3,10,6,25
5576,pmlat,3,10,6,26
5577,pmlat,3,10,6,27
5578,pmlat,3,10,6,28
5579,pmlat,3,10,6,29
5580,pmlat,3,10,7,0
5581,pmlat,3,10,7,1
5582,pmlat,3,10,7,2
5583,pmlat,3,10,7,3
5584,pmlat,3,10,7,4
5585,pmlat,3,10,7,5
5586,pmlat,3,10,7,6
5587,pmlat,3,10,7,7
5588,pmlat,3,10,7,8
5589,pmlat,3,10,7,9
5590,pmlat,3,10,7,10
5591,pmlat,3,10,7,11
5592,pmlat,3,10,7,12
5593,pmlat,3,10,7,13
5594,pmlat,3,10,7,14
5595,pmlat,3,10,7,15
5596,pmlat,3,10,7,16
5597,pmlat,3,10,7,17
5598,pmlat,3,10,7,18
5599,pmlat,3,10,7,19
5600,pmlat,3,10,7,20
5601,pmlat,3,10,7,21
5602,pmlat,3,10,7,22
5603,pmlat,3,10,7,23
5604,pmlat,3,10,7,24
5605,pmlat,3,10,7,25
5606,pmlat,3,10,7,26
5607,pmlat,3,10,7,27
5608,pmlat,3,10,7,28
5609,pmlat,3,10,7,29
5610,pmlat,3,10,8,0
5611,pmlat,3,10,8,1
5612,pmlat,3,10,8,2
5613,pmlat,3,10,8,3
5614,pmlat,3,10,8,4
5615,pmlat,3,10,8,5
5616,pmlat,3,10,8,6
5617,pmlat,3,10,8,7
5618,pmlat,3,10,8,8
5619,pmlat,3,10,8,9
5620,pmlat,3,10,8,10
5621,pmlat,3,10,8,11
5622,pmlat,3,10,8,12
5623,pmlat,3,10,8,13
5624,pmlat,3,10,8,14
5625,pmlat,3,10,8,15
5626,pmlat,3,10,8,16
5627,pmlat,3,10,8,17
5628,pmlat,3,10,8,18
5629,pmlat,3,10,8,19
5630,pmlat,3,10,8,20
5631,pmlat,3,10,8,21
5632,pmlat,3,10,8,22
5633,pmlat,3,10,8,23
5634,pmlat,3,10,8,24
5635,pmlat,3,10,8,25
5636,pmlat,3,10,8,26
5637,pmlat,3,10,8,27
5638,pmlat,3,10,8,28
5639,pmlat,3,10,8,29
5640,pmlat,3,10,9,0
5641,pmlat,3,10,9,1
5642,pmlat,3,10,9,2
5643,pmlat,3,10,9,3
5644,pmlat,3,10,9,4
5645,pmlat,3,10,9,5
5646,pmlat,3,10,9,6
5647,pmlat,3,10,9,7
5648,pmlat,3,10,9,8
5649,pmlat,3,10,9,9
5650,pmlat,3,10,9,10
5651,pmlat,3,10,9,11
5652,pmlat,3,10,9,12
5653,pmlat,3,10,9,13
5654,pmlat,3,10,9,14
5655,pmlat,3,10,9,15
5656,pmlat,3,10,9,16
5657,pmlat,3,10,9,17
5658,pmlat,3,10,9,18
5659,pmlat,3,10,9,19
5660,pmlat,3,10,9,20
5661,pmlat,3,10,9,21
5662,pmlat,3,10,9,22
5663,pmlat,3,10,9,23
5664,pmlat,3,10,9,24
5665,pmlat,3,10,9,25
5666,pmlat,3,10,9,26
5667,pmlat,3,10,9,27
5668,pmlat,3,10,9,28
5669,pmlat,3,10,9,29
5670,pmlat,3,10,10,0
5671,pmlat,3,10,10,1
5672,pmlat,3,10,10,2
5673,pmlat,3,10,10,3
5674,pmlat,3,10,10,4
5675,pmlat,3,10,10,5
5676,pmlat,3,10,10,6
5677,pmlat,3,10,10,7
5678,pmlat,3,10,10,8
5679,pmlat,3,10,10,9
5680,pmlat,3,10,10,10
5681,pmlat,3,10,10,11
5682,pmlat,3,10,10,12
5683,pmlat,3,10,10,13
5684,pmlat,3,10,10,14
5685,pmlat,3,10,10,15
5686,pmlat,3,10,10,16
5687,pmlat,3,10,10,17
5688,pmlat,3,10,10,18
5689,pmlat,3,10,10,19
5690,pmlat,3,10,10,20
5691,pmlat,3,10,10,21
5692,pmlat,3,10,10,22
5693,pmlat,3,10,10,23
5694,pmlat,3,10,10,24
5695,pmlat,3,10,10,25
5696,pmlat,3,10,10,26
5697,pmlat,3,10,10,27
5698,pmlat,3,10,10,28
5699,pmlat,3,10,10,29
5700,pmlat,3,20,1,0
5701,pmlat,3,20,1,1
5702,pmlat,3,20,1,2
5703,pmlat,3,20,1,3
5704,pmlat,3,20,1,4
5705,pmlat,3,20,1,5
5706,pmlat,3,20,1,6
5707,pmlat,3,20,1,7
5708,pmlat,3,20,1,8
5709,pmlat,3,20,1,9
5710,pmlat,3,20,1,10
5711,pmlat,3,20,1,11
5712,pmlat,3,20,1,12
5713,pmlat,3,20,1,13
5714,pmlat,3,20,1,14
5715,pmlat,3,20,1,15
5716,pmlat,3,20,1,16
5717,pmlat,3,20,1,17
5718,pmlat,3,20,1,18
5719,pmlat,3,20,1,19
5720,pmlat,3,20,1,20
5721,pmlat,3,20,1,21
5722,pmlat,3,20,1,22
5723,pmlat,3,20,1,23
5724,pmlat,3,20,1,24
5725,pmlat,3,20,1,25
5726,pmlat,3,20,1,26
5727,pmlat,3,20,1,27
5728,pmlat,3,20,1,28
5729,pmlat,3,20,1,29
5730,pmlat,3,20,2,0
5731,pmlat,3,20,2,1
5732,pmlat,3,20,2,2
5733,pmlat,3,20,2,3
5734,pmlat,3,20,2,4
5735,pmlat,3,20,2,5
5736,pmlat,3,20,2,6
5737,pmlat,3,20,2,7
5738,pmlat,3,20,2,8
5739,pmlat,3,20,2,9
5740,pmlat,3,20,2,10
5741,pmlat,3,20,2,11
5742,pmlat,3,20,2,12
5743,pmlat,3,20,2,13
5744,pmlat,3,20,2,14
5745,pmlat,3,20,2,15
5746,pmlat,3,20,2,16
5747,pmlat,3,20,2,17
5748,pmlat,3,20,2,18
5749,pmlat,3,20,2,19
5750,pmlat,3,20,2,20
5751,pmlat,3,20,2,21
5752,pmlat,3,20,2,22
5753,pmlat,3,20,2,23
5754,pmlat,3,20,2,24
5755,pmlat,3,20,2,25
5756,pmlat,3,20,2,26
5757,pmlat,3,20,2,27
5758,pmlat,3,20,2,28
5759,pmlat,3,20,2,29
5760,pmlat,3,20,3,0
5761,pmlat,3,20,3,1
5762,pmlat,3,20,3,2
5763,pmlat,3,20,3,3
5764,pmlat,3,20,3,4
5765,pmlat,3,20,3,5
5766,pmlat,3,20,3,6
5767,pmlat,3,20,3,7
5768,pmlat,3,20,3,8
5769,pmlat,3,20,3,9
5770,pmlat,3,20,3,10
5771,pmlat,3,20,3,11
5772,pmlat,3,20,3,12
5773,pmlat,3,20,3,13
5774,pmlat,3,20,3,14
5775,pmlat,3,20,3,15
5776,pmlat,3,20,3,16
5777,pmlat,3,20,3,17
5778,pmlat,3,20,3,18
5779,pmlat,3,20,3,19
5780,pmlat,3,20,3,20
5781,pmlat,3,20,3,21
5782,pmlat,3,20,3,22
5783,pmlat,3,20,3,23
5784,pmlat,3,20,3,24
5785,pmlat,3,20,3,25
5786,pmlat,3,20,3,26
5787,pmlat,3,20,3,27
5788,pmlat,3,20,3,28
5789,pmlat,3,20,3,29
5790,pmlat,3,20,4,0
5791,pmlat,3,20,4,1
5792,pmlat,3,20,4,2
5793,pmlat,3,20,4,3
5794,pmlat,3,20,4,4
5795,pmlat,3,20,4,5
5796,pmlat,3,20,4,6
5797,pmlat,3,20,4,7
5798,pmlat,3,20,4,8
5799,pmlat,3,20,4,9
5800,pmlat,3,20,4,10
5801,pmlat,3,20,4,11
5802,pmlat,3,20,4,12
5803,pmlat,3,20,4,13
5804,pmlat,3,20,4,14
5805,pmlat,3,20,4,15
5806,pmlat,3,20,4,16
5807,pmlat,3,20,4,17
5808,pmlat,3,20,4,18
5809,pmlat,3,20,4,19
5810,pmlat,3,20,4,20
5811,pmlat,3,20,4,21
5812,pmlat,3,20,4,22
5813,pmlat,3,20,4,23
5814,pmlat,3,20,4,24
5815,pmlat,3,20,4,25
5816,pmlat,3,20,4,26
5817,pmlat,3,20,4,27
5818,pmlat,3,20,4,28
5819,pmlat,3,20,4,29
5820,pmlat,3,20,5,0
5821,pmlat,3,20,5,1
5822,pmlat,3,20,5,2
5823,pmlat,3,20,5,3
5824,pmlat,3,20,5,4
5825,pmlat,3,20,5,5
5826,pmlat,3,20,5,6
5827,pmlat,3,20,5,7
5828,pmlat,3,20,5,8
5829,pmlat,3,20,5,9
5830,pmlat,3,20,5,10
5831,pmlat,3,20,5,11
5832,pmlat,3,20,5,12
5833,pmlat,3,20,5,13
5834,pmlat,3,20,5,14
5835,pmlat,3,20,5,15
5836,pmlat,3,20,5,16
5837,pmlat,3,20,5,17
5838,pmlat,3,20,5,18
5839,pmlat,3,20,5,19
5840,pmlat,3,20,5,20
5841,pmlat,3,20,5,21
5842,pmlat,3,20,5,22
5843,pmlat,3,20,5,23
5844,pmlat,3,20,5,24
5845,pmlat,3,20,5,25
5846,pmlat,3,20,5,26
5847,pmlat,3,20,5,27
5848,pmlat,3,20,5,28
5849,pmlat,3,20,5,29
5850,pmlat,3,20,6,0
5851,pmlat,3,20,6,1
5852,pmlat,3,20,6,2
5853,pmlat,3,20,6,3
5854,pmlat,3,20,6,4
5855,pmlat,3,20,6,5
5856,pmlat,3,20,6,6
5857,pmlat,3,20,6,7
5858,pmlat,3,20,6,8
5859,pmlat,3,20,6,9
5860,pmlat,3,20,6,10
5861,pmlat,3,20,6,11
5862,pmlat,3,20,6,12
5863,pmlat,3,20,6,13
5864,pmlat,3,20,6,14
5865,pmlat,3,20,6,15
5866,pmlat,3,20,6,16
5867,pmlat,3,20,6,17
5868,pmlat,3,20,6,18
5869,pmlat,3,20,6,19
5870,pmlat,3,20,6,20
5871,pmlat,3,20,6,21
5872,pmlat,3,20,6,22
5873,pmlat,3,20,6,23
5874,pmlat,3,20,6,24
5875,pmlat,3,20,6,25
5876,pmlat,3,20,6,26
5877,pmlat,3,20,6,27
5878,pmlat,3,20,6,28
5879,pmlat,3,20,6,29
5880,pmlat,3,20,7,0
5881,pmlat,3,20,7,1
5882,pmlat,3,20,7,2
5883,pmlat,3,20,7,3
5884,pmlat,3,20,7,4
5885,pmlat,3,20,7,5
5886,pmlat,3,20,7,6
5887,pmlat,3,20,7,7
5888,pmlat,3,20,7,8
5889,pmlat,3,20,7,9
5890,pmlat,3,20,7,10
5891,pmlat,3,20,7,11
5892,pmlat,3,20,7,12
5893,pmlat,3,20,7,13
5894,pmlat,3,20,7,14
5895,pmlat,3,20,7,15
5896,pmlat,3,20,7,16
5897,pmlat,3,20,7,17
5898,pmlat,3,20,7,18
5899,pmlat,3,20,7,19
5900,pmlat,3,20,7,20
5901,pmlat,3,20,7,21
5902,pmlat,3,20,7,22
5903,pmlat,3,20,7,23
5904,pmlat,3,20,7,24
5905,pmlat,3,20,7,25
5906,pmlat,3,20,7,26
5907,pmlat,3,20,7,27
5908,pmlat,3,20,7,28
5909,pmlat,3,20,7,29
5910,pmlat,3,20,8,0
5911,pmlat,3,20,8,1
5912,pmlat,3,20,8,2
5913,pmlat,3,20,8,3
5914,pmlat,3,20,8,4
5915,pmlat,3,20,8,5
5916,pmlat,3,20,8,6
5917,pmlat,3,20,8,7
5918,pmlat,3,20,8,8
5919,pmlat,3,20,8,9
5920,pmlat,3,20,8,10
5921,pmlat,3,20,8,11
5922,pmlat,3,20,8,12
5923,pmlat,3,20,8,13
5924,pmlat,3,20,8,14
5925,pmlat,3,20,8,15
5926,pmlat,3,20,8,16
5927,pmlat,3,20,8,17
5928,pmlat,3,20,8,18
5929,pmlat,3,20,8,19
5930,pmlat,3,20,8,20
5931,pmlat,3,20,8,21
5932,pmlat,3,20,8,22
5933,pmlat,3,20,8,23
5934,pmlat,3,20,8,24
5935,pmlat,3,20,8,25
5936,pmlat,3,20,8,26
5937,pmlat,3,20,8,27
5938,pmlat,3,20,8,28
5939,pmlat,3,20,8,29
5940,pmlat,3,20,9,0
5941,pmlat,3,20,9,1
5942,pmlat,3,20,9,2
5943,pmlat,3,20,9,3
5944,pmlat,3,20,9,4
5945,pmlat,3,20,9,5
5946,pmlat,3,20,9,6
5947,pmlat,3,20,9,7
5948,pmlat,3,20,9,8
5949,pmlat,3,20,9,9
5950,pmlat,3,20,9,10
5951,pmlat,3,20,9,11
5952,pmlat,3,20,9,12
5953,pmlat,3,20,9,13
5954,pmlat,3,20,9,14
5955,pmlat,3,20,9,15
5956,pmlat,3,20,9,16
5957,pmlat,3,20,9,17
5958,pmlat,3,20,9,18
5959,pmlat,3,20,9,19
5960,pmlat,3,20,9,20
5961,pmlat,3,20,9,21
5962,pmlat,3,20,9,22
5963,pmlat,3,20,9,23
5964,pmlat,3,20,9,24
5965,pmlat,3,20,9,25
5966,pmlat,3,20,9,26
5967,pmlat,3,20,9,27
5968,pmlat,3,20,9,28
5969,pmlat,3,20,9,29
5970,pmlat,3,20,10,0
5971,pmlat,3,20,10,1
5972,pmlat,3,20,10,2
5973,pmlat,3,20,10,3
5974,pmlat,3,20,10,4
5975,pmlat,3,20,10,5
5976,pmlat,3,20,10,6
5977,pmlat,3,20,10,7
5978,pmlat,3,20,10,8
5979,pmlat,3,20,10,9
5980,pmlat,3,20,10,10
5981,pmlat,3,20,10,11
5982,pmlat,3,20,10,12
5983,pmlat,3,20,10,13
5984,pmlat,3,20,10,14
5985,pmlat,3,20,10,15
5986,pmlat,3,20,10,16
5987,pmlat,3,20,10,17
5988,pmlat,3,20,10,18
5989,pmlat,3,20,10,19
5990,pmlat,3,20,10,20
5991,pmlat,3,20,10,21
5992,pmlat,3,20,10,22
5993,pmlat,3,20,10,23
5994,pmlat,3,20,10,24
5995,pmlat,3,20,10,25
5996,pmlat,3,20,10,26
5997,pmlat,3,20,10,27
5998,pmlat,3,20,10,28
5999,pmlat,3,20,10,29
6000,pmlat,3,30,1,0
6001,pmlat,3,30,1,1
6002,pmlat,3,30,1,2
6003,pmlat,3,30,1,3
6004,pmlat,3,30,1,4
6005,pmlat,3,30,1,5
6006,pmlat,3,30,1,6
6007,pmlat,3,30,1,7
6008,pmlat,3,30,1,8
6009,pmlat,3,30,1,9
6010,pmlat,3,30,1,10
6011,pmlat,3,30,1,11
6012,pmlat,3,30,1,12
6013,pmlat,3,30,1,13
6014,pmlat,3,30,1,14
6015,pmlat,3,30,1,15
6016,pmlat,3,30,1,16
6017,pmlat,3,30,1,17
6018,pmlat,3,30,1,18
6019,pmlat,3,30,1,19
6020,pmlat,3,30,1,20
6021,pmlat,3,30,1,21
6022,pmlat,3,30,1,22
6023,pmlat,3,30,1,23
6024,pmlat,3,30,1,24
6025,pmlat,3,30,1,25
6026,pmlat,3,30,1,26
6027,pmlat,3,30,1,27
6028,pmlat,3,30,1,28
6029,pmlat,3,30,1,29
6030,pmlat,3,30,2,0
6031,pmlat,3,30,2,1
6032,pmlat,3,30,2,2
6033,pmlat,3,30,2,3
6034,pmlat,3,30,2,4
6035,pmlat,3,30,2,5
6036,pmlat,3,30,2,6
6037,pmlat,3,30,2,7
6038,pmlat,3,30,2,8
6039,pmlat,3,30,2,9
6040,pmlat,3,30,2,10
6041,pmlat,3,30,2,11
6042,pmlat,3,30,2,12
6043,pmlat,3,30,2,13
6044,pmlat,3,30,2,14
6045,pmlat,3,30,2,15
6046,pmlat,3,30,2,16
6047,pmlat,3,30,2,17
6048,pmlat,3,30,2,18
6049,pmlat,3,30,2,19
6050,pmlat,3,30,2,20
6051,pmlat,3,30,2,21
6052,pmlat,3,30,2,22
6053,pmlat,3,30,2,23
6054,pmlat,3,30,2,24
6055,pmlat,3,30,2,25
6056,pmlat,3,30,2,26
6057,pmlat,3,30,2,27
6058,pmlat,3,30,2,28
6059,pmlat,3,30,2,29
6060,pmlat,3,30,3,0
6061,pmlat,3,30,3,1
6062,pmlat,3,30,3,2
6063,pmlat,3,30,3,3
6064,pmlat,3,30,3,4
6065,pmlat,3,30,3,5
6066,pmlat,3,30,3,6
6067,pmlat,3,30,3,7
6068,pmlat,3,30,3,8
6069,pmlat,3,30,3,9
6070,pmlat,3,30,3,10
6071,pmlat,3,30,3,11
6072,pmlat,3,30,3,12
6073,pmlat,3,30,3,13
6074,pmlat,3,30,3,14
6075,pmlat,3,30,3,15
6076,pmlat,3,30,3,16
6077,pmlat,3,30,3,17
6078,pmlat,3,30,3,18
6079,pmlat,3,30,3,19
6080,pmlat,3,30,3,20
6081,pmlat,3,30,3,21
6082,pmlat,3,30,3,22
6083,pmlat,3,30,3,23
6084,pmlat,3,30,3,24
6085,pmlat,3,30,3,25
6086,pmlat,3,30,3,26
6087,pmlat,3,30,3,27
6088,pmlat,3,30,3,28
6089,pmlat,3,30,3,29
6090,pmlat,3,30,4,0
6091,pmlat,3,30,4,1
6092,pmlat,3,30,4,2
6093,pmlat,3,30,4,3
6094,pmlat,3,30,4,4
6095,pmlat,3,30,4,5
6096,pmlat,3,30,4,6
6097,pmlat,3,30,4,7
6098,pmlat,3,30,4,8
6099,pmlat,3,30,4,9
6100,pmlat,3,30,4,10
6101,pmlat,3,30,4,11
6102,pmlat,3,30,4,12
6103,pmlat,3,30,4,13
6104,pmlat,3,30,4,14
6105,pmlat,3,30,4,15
6106,pmlat,3,30,4,16
6107,pmlat,3,30,4,17
6108,pmlat,3,30,4,18
6109,pmlat,3,30,4,19
6110,pmlat,3,30,4,20
6111,pmlat,3,30,4,21
6112,pmlat,3,30,4,22
6113,pmlat,3,30,4,23
6114,pmlat,3,30,4,24
6115,pmlat,3,30,4,25
6116,pmlat,3,30,4,26
6117,pmlat,3,30,4,27
6118,pmlat,3,30,4,28
6119,pmlat,3,30,4,29
6120,pmlat,3,30,5,0
6121,pmlat,3,30,5,1
6122,pmlat,3,30,5,2
6123,pmlat,3,30,5,3
6124,pmlat,3,30,5,4
6125,pmlat,3,30,5,5
6126,pmlat,3,30,5,6
6127,pmlat,3,30,5,7
6128,pmlat,3,30,5,8
6129,pmlat,3,30,5,9
6130,pmlat,3,30,5,10
6131,pmlat,3,30,5,11
6132,pmlat,3,30,5,12
6133,pmlat,3,30,5,13
6134,pmlat,3,30,5,14
6135,pmlat,3,30,5,15
6136,pmlat,3,30,5,16
6137,pmlat,3,30,5,17
6138,pmlat,3,30,5,18
6139,pmlat,3,30,5,19
6140,pmlat,3,30,5,20
6141,pmlat,3,30,5,21
6142,pmlat,3,30,5,22
6143,pmlat,3,30,5,23
6144,pmlat,3,30,5,24
6145,pmlat,3,30,5,25
6146,pmlat,3,30,5,26
6147,pmlat,3,30,5,27
6148,pmlat,3,30,5,28
6149,pmlat,3,30,5,29
6150,pmlat,3,30,6,0
6151,pmlat,3,30,6,1
6152,pmlat,3,30,6,2
6153,pmlat,3,30,6,3
6154,pmlat,3,30,6,4
6155,pmlat,3,30,6,5
6156,pmlat,3,30,6,6
6157,pmlat,3,30,6,7
6158,pmlat,3,30,6,8
6159,pmlat,3,30,6,9
6160,pmlat,3,30,6,10
6161,pmlat,3,30,6,11
6162,pmlat,3,30,6,12
6163,pmlat,3,30,6,13
6164,pmlat,3,30,6,14
6165,pmlat,3,30,6,15
6166,pmlat,3,30,6,16
6167,pmlat,3,30,6,17
6168,pmlat,3,30,6,18
6169,pmlat,3,30,6,19
6170,pmlat,3,30,6,20
6171,pmlat,3,30,6,21
6172,pmlat,3,30,6,22
6173,pmlat,3,30,6,23
6174,pmlat,3,30,6,24
6175,pmlat,3,30,6,25
6176,pmlat,3,30,6,26
6177,pmlat,3,30,6,27
6178,pmlat,3,30,6,28
6179,pmlat,3,30,6,29
6180,pmlat,3,30,7,0
6181,pmlat,3,30,7,1
6182,pmlat,3,30,7,2
6183,pmlat,3,30,7,3
6184,pmlat,3,30,7,4
6185,pmlat,3,30,7,5
6186,pmlat,3,30,7,6
6187,pmlat,3,30,7,7
6188,pmlat,3,30,7,8
6189,pmlat,3,30,7,9
6190,pmlat,3,30,7,10
6191,pmlat,3,30,7,11
6192,pmlat,3,30,7,12
6193,pmlat,3,30,7,13
6194,pmlat,3,30,7,14
6195,pmlat,3,30,7,15
6196,pmlat,3,30,7,16
6197,pmlat,3,30,7,17
6198,pmlat,3,30,7,18
6199,pmlat,3,30,7,19
6200,pmlat,3,30,7,20
6201,pmlat,3,30,7,21
6202,pmlat,3,30,7,22
6203,pmlat,3,30,7,23
6204,pmlat,3,30,7,24
6205,pmlat,3,30,7,25
6206,pmlat,3,30,7,26
6207,pmlat,3,30,7,27
6208,pmlat,3,30,7,28
6209,pmlat,3,30,7,29
6210,pmlat,3,30,8,0
6211,pmlat,3,30,8,1
6212,pmlat,3,30,8,2
6213,pmlat,3,30,8,3
6214,pmlat,3,30,8,4
6215,pmlat,3,30,8,5
6216,pmlat,3,30,8,6
6217,pmlat,3,30,8,7
6218,pmlat,3,30,8,8
6219,pmlat,3,30,8,9
6220,pmlat,3,30,8,10
6221,pmlat,3,30,8,11
6222,pmlat,3,30,8,12
6223,pmlat,3,30,8,13
6224,pmlat,3,30,8,14
6225,pmlat,3,30,8,15
6226,pmlat,3,30,8,16
6227,pmlat,3,30,8,17
6228,pmlat,3,30,8,18
6229,pmlat,3,30,8,19
6230,pmlat,3,30,8,20
6231,pmlat,3,30,8,21
6232,pmlat,3,30,8,22
6233,pmlat,3,30,8,23
6234,pmlat,3,30,8,24
6235,pmlat,3,30,8,25
6236,pmlat,3,30,8,26
6237,pmlat,3,30,8,27
6238,pmlat,3,30,8,28
6239,pmlat,3,30,8,29
6240,pmlat,3,30,9,0
6241,pmlat,3,30,9,1
6242,pmlat,3,30,9,2
6243,pmlat,3,30,9,3
6244,pmlat,3,30,9,4
6245,pmlat,3,30,9,5
6246,pmlat,3,30,9,6
6247,pmlat,3,30,9,7
6248,pmlat,3,30,9,8
6249,pmlat,3,30,9,9
6250,pmlat,3,30,9,10
6251,pmlat,3,30,9,11
6252,pmlat,3,30,9,12
6253,pmlat,3,30,9,13
6254,pmlat,3,30,9,14
6255,pmlat,3,30,9,15
6256,pmlat,3,30,9,16
6257,pmlat,3,30,9,17
6258,pmlat,3,30,9,18
6259,pmlat,3,30,9,19
6260,pmlat,3,30,9,20
6261,pmlat,3,30,9,21
6262,pmlat,3,30,9,22
6263,pmlat,3,30,9,23
6264,pmlat,3,30,9,24
6265,pmlat,3,30,9,25
6266,pmlat,3,30,9,26
6267,pmlat,3,30,9,27
6268,pmlat,3,30,9,28
6269,pmlat,3,30,9,29
6270,pmlat,3,30,10,0
6271,pmlat,3,30,10,1
6272,pmlat,3,30,10,2
6273,pmlat,3,30,10,3
6274,pmlat,3,30,10,4
6275,pmlat,3,30,10,5
6276,pmlat,3,30,10,6
6277,pmlat,3,30,10,7
6278,pmlat,3,30,10,8
6279,pmlat,3,30,10,9
6280,pmlat,3,30,10,10
6281,pmlat,3,30,10,11
6282,pmlat,3,30,10,12
6283,pmlat,3,30,10,13
6284,pmlat,3,30,10,14
6285,pmlat,3,30,10,15
6286,pmlat,3,30,10,16
6287,pmlat,3,30,10,17
6288,pmlat,3,30,10,18
6289,pmlat,3,30,10,19
6290,pmlat,3,30,10,20
6291,pmlat,3,30,10,21
6292,pmlat,3,30,10,22
6293,pmlat,3,30,10,23
6294,pmlat,3,30,10,24
6295,pmlat,3,30,10,25
6296,pmlat,3,30,10,26
6297,pmlat,3,30,10,27
6298,pmlat,3,30,10,28
6299,pmlat,3,30,10,29
6300,pmlat,6,10,1,0
6301,pmlat,6,10,1,1
6302,pmlat,6,10,1,2
6303,pmlat,6,10,1,3
6304,pmlat,6,10,1,4
6305,pmlat,6,10,1,5
6306,pmlat,6,10,1,6
6307,pmlat,6,10,1,7
6308,pmlat,6,10,1,8
6309,pmlat,6,10,1,9
6310,pmlat,6,10,1,10
6311,pmlat,6,10,1,11
6312,pmlat,6,10,1,12
6313,pmlat,6,10,1,13
6314,pmlat,6,10,1,14
6315,pmlat,6,10,1,15
6316,pmlat,6,10,1,16
6317,pmlat,6,10,1,17
6318,pmlat,6,10,1,18
6319,pmlat,6,10,1,19
6320,pmlat,6,10,1,20
6321,pmlat,6,10,1,21
6322,pmlat,6,10,1,22
6323,pmlat,6,10,1,23
6324,pmlat,6,10,1,24
6325,pmlat,6,10,1,25
6326,pmlat,6,10,1,26
6327,pmlat,6,10,1,27
6328,pmlat,6,10,1,28
6329,pmlat,6,10,1,29
6330,pmlat,6,10,2,0
6331,pmlat,6,10,2,1
6332,pmlat,6,10,2,2
6333,pmlat,6,10,2,3
6334,pmlat,6,10,2,4
6335,pmlat,6,10,2,5
6336,pmlat,6,10,2,6
6337,pmlat,6,10,2,7
6338,pmlat,6,10,2,8
6339,pmlat,6,10,2,9
6340,pmlat,6,10,2,10
6341,pmlat,6,10,2,11
6342,pmlat,6,10,2,12
6343,pmlat,6,10,2,13
6344,pmlat,6,10,2,14
6345,pmlat,6,10,2,15
6346,pmlat,6,10,2,16
6347,pmlat,6,10,2,17
6348,pmlat,6,10,2,18
6349,pmlat,6,10,2,19
6350,pmlat,6,10,2,20
6351,pmlat,6,10,2,21
6352,pmlat,6,10,2,22
6353,pmlat,6,10,2,23
6354,pmlat,6,10,2,24
6355,pmlat,6,10,2,25
6356,pmlat,6,10,2,26
6357,pmlat,6,10,2,27
6358,pmlat,6,10,2,28
6359,pmlat,6,10,2,29
6360,pmlat,6,10,3,0
6361,pmlat,6,10,3,1
