,method,K,radius,noise_level,run
4793,mlat,10,10,10,23
4794,mlat,10,10,10,24
4795,mlat,10,10,10,25
4796,mlat,10,10,10,26
4797,mlat,10,10,10,27
4798,mlat,10,10,10,28
4799,mlat,10,10,10,29
4800,mlat,10,20,1,0
4801,mlat,10,20,1,1
4802,mlat,10,20,1,2
4803,mlat,10,20,1,3
4804,mlat,10,20,1,4
4805,mlat,10,20,1,5
4806,mlat,10,20,1,6
4807,mlat,10,20,1,7
4808,mlat,10,20,1,8
4809,mlat,10,20,1,9
4810,mlat,10,20,1,10
4811,mlat,10,20,1,11
4812,mlat,10,20,1,12
4813,mlat,10,20,1,13
4814,mlat,10,20,1,14
4815,mlat,10,20,1,15
4816,mlat,10,20,1,16
4817,mlat,10,20,1,17
4818,mlat,10,20,1,18
4819,mlat,10,20,1,19
4820,mlat,10,20,1,20
4821,mlat,10,20,1,21
4822,mlat,10,20,1,22
4823,mlat,10,20,1,23
4824,mlat,10,20,1,24
4825,mlat,10,20,1,25
4826,mlat,10,20,1,26
4827,mlat,10,20,1,27
4828,mlat,10,20,1,28
4829,mlat,10,20,1,29
4830,mlat,10,20,2,0
4831,mlat,10,20,2,1
4832,mlat,10,20,2,2
4833,mlat,10,20,2,3
4834,mlat,10,20,2,4
4835,mlat,10,20,2,5
4836,mlat,10,20,2,6
4837,mlat,10,20,2,7
4838,mlat,10,20,2,8
4839,mlat,10,20,2,9
4840,mlat,10,20,2,10
4841,mlat,10,20,2,11
4842,mlat,10,20,2,12
4843,mlat,10,20,2,13
4844,mlat,10,20,2,14
4845,mlat,10,20,2,15
4846,mlat,10,20,2,16
4847,mlat,10,20,2,17
4848,mlat,10,20,2,18
4849,mlat,10,20,2,19
4850,mlat,10,20,2,20
4851,mlat,10,20,2,21
4852,mlat,10,20,2,22
4853,mlat,10,20,2,23
4854,mlat,10,20,2,24
4855,mlat,10,20,2,25
4856,mlat,10,20,2,26
4857,mlat,10,20,2,27
4858,mlat,10,20,2,28
4859,mlat,10,20,2,29
4860,mlat,10,20,3,0
4861,mlat,10,20,3,1
4862,mlat,10,20,3,2
4863,mlat,10,20,3,3
4864,mlat,10,20,3,4
4865,mlat,10,20,3,5
4866,mlat,10,20,3,6
4867,mlat,10,20,3,7
4868,mlat,10,20,3,8
4869,mlat,10,20,3,9
4870,mlat,10,20,3,10
4871,mlat,10,20,3,11
4872,mlat,10,20,3,12
4873,mlat,10,20,3,13
4874,mlat,10,20,3,14
4875,mlat,10,20,3,15
4876,mlat,10,20,3,16
4877,mlat,10,20,3,17
4878,mlat,10,20,3,18
4879,mlat,10,20,3,19
4880,mlat,10,20,3,20
4881,mlat,10,20,3,21
4882,mlat,10,20,3,22
4883,mlat,10,20,3,23
4884,mlat,10,20,3,24
4885,mlat,10,20,3,25
4886,mlat,10,20,3,26
4887,mlat,10,20,3,27
4888,mlat,10,20,3,28
4889,mlat,10,20,3,29
4890,mlat,10,20,4,0
4891,mlat,10,20,4,1
4892,mlat,10,20,4,2
4893,mlat,10,20,4,3
4894,mlat,10,20,4,4
4895,mlat,10,20,4,5
4896,mlat,10,20,4,6
4897,mlat,10,20,4,7
4898,mlat,10,20,4,8
4899,mlat,10,20,4,9
4900,mlat,10,20,4,10
4901,mlat,10,20,4,11
4902,mlat,10,20,4,12
4903,mlat,10,20,4,13
4904,mlat,10,20,4,14
4905,mlat,10,20,4,15
4906,mlat,10,20,4,16
4907,mlat,10,20,4,17
4908,mlat,10,20,4,18
4909,mlat,10,20,4,19
4910,mlat,10,20,4,20
4911,mlat,10,20,4,21
4912,mlat,10,20,4,22
4913,mlat,10,20,4,23
4914,mlat,10,20,4,24
4915,mlat,10,20,4,25
4916,mlat,10,20,4,26
4917,mlat,10,20,4,27
4918,mlat,10,20,4,28
4919,mlat,10,20,4,29
4920,mlat,10,20,5,0
4921,mlat,10,20,5,1
4922,mlat,10,20,5,2
4923,mlat,10,20,5,3
4924,mlat,10,20,5,4
4925,mlat,10,20,5,5
4926,mlat,10,20,5,6
4927,mlat,10,20,5,7
4928,mlat,10,20,5,8
4929,mlat,10,20,5,9
4930,mlat,10,20,5,10
4931,mlat,10,20,5,11
4932,mlat,10,20,5,12
4933,mlat,10,20,5,13
4934,mlat,10,20,5,14
4935,mlat,10,20,5,15
4936,mlat,10,20,5,16
4937,mlat,10,20,5,17
4938,mlat,10,20,5,18
4939,mlat,10,20,5,19
4940,mlat,10,20,5,20
4941,mlat,10,20,5,21
4942,mlat,10,20,5,22
4943,mlat,10,20,5,23
4944,mlat,10,20,5,24
4945,mlat,10,20,5,25
4946,mlat,10,20,5,26
4947,mlat,10,20,5,27
4948,mlat,10,20,5,28
4949,mlat,10,20,5,29
4950,mlat,10,20,6,0
4951,mlat,10,20,6,1
4952,mlat,10,20,6,2
4953,mlat,10,20,6,3
4954,mlat,10,20,6,4
4955,mlat,10,20,6,5
4956,mlat,10,20,6,6
4957,mlat,10,20,6,7
4958,mlat,10,20,6,8
4959,mlat,10,20,6,9
4960,mlat,10,20,6,10
4961,mlat,10,20,6,11
4962,mlat,10,20,6,12
4963,mlat,10,20,6,13
4964,mlat,10,20,6,14
4965,mlat,10,20,6,15
4966,mlat,10,20,6,16
4967,mlat,10,20,6,17
4968,mlat,10,20,6,18
4969,mlat,10,20,6,19
4970,mlat,10,20,6,20
4971,mlat,10,20,6,21
4972,mlat,10,20,6,22
4973,mlat,10,20,6,23
4974,mlat,10,20,6,24
4975,mlat,10,20,6,25
4976,mlat,10,20,6,26
4977,mlat,10,20,6,27
4978,mlat,10,20,6,28
4979,mlat,10,20,6,29
4980,mlat,10,20,7,0
4981,mlat,10,20,7,1
4982,mlat,10,20,7,2
4983,mlat,10,20,7,3
4984,mlat,10,20,7,4
4985,mlat,10,20,7,5
4986,mlat,10,20,7,6
4987,mlat,10,20,7,7
4988,mlat,10,20,7,8
4989,mlat,10,20,7,9
4990,mlat,10,20,7,10
4991,mlat,10,20,7,11
4992,mlat,10,20,7,12
4993,mlat,10,20,7,13
4994,mlat,10,20,7,14
4995,mlat,10,20,7,15
4996,mlat,10,20,7,16
4997,mlat,10,20,7,17
4998,mlat,10,20,7,18
4999,mlat,10,20,7,19
5000,mlat,10,20,7,20
5001,mlat,10,20,7,21
5002,mlat,10,20,7,22
5003,mlat,10,20,7,23
5004,mlat,10,20,7,24
5005,mlat,10,20,7,25
5006,mlat,10,20,7,26
5007,mlat,10,20,7,27
5008,mlat,10,20,7,28
5009,mlat,10,20,7,29
5010,mlat,10,20,8,0
5011,mlat,10,20,8,1
5012,mlat,10,20,8,2
5013,mlat,10,20,8,3
5014,mlat,10,20,8,4
5015,mlat,10,20,8,5
5016,mlat,10,20,8,6
5017,mlat,10,20,8,7
5018,mlat,10,20,8,8
5019,mlat,10,20,8,9
5020,mlat,10,20,8,10
5021,mlat,10,20,8,11
5022,mlat,10,20,8,12
5023,mlat,10,20,8,13
5024,mlat,10,20,8,14
5025,mlat,10,20,8,15
5026,mlat,10,20,8,16
5027,mlat,10,20,8,17
5028,mlat,10,20,8,18
5029,mlat,10,20,8,19
5030,mlat,10,20,8,20
5031,mlat,10,20,8,21
5032,mlat,10,20,8,22
5033,mlat,10,20,8,23
5034,mlat,10,20,8,24
5035,mlat,10,20,8,25
5036,mlat,10,20,8,26
5037,mlat,10,20,8,27
5038,mlat,10,20,8,28
5039,mlat,10,20,8,29
5040,mlat,10,20,9,0
5041,mlat,10,20,9,1
5042,mlat,10,20,9,2
5043,mlat,10,20,9,3
5044,mlat,10,20,9,4
5045,mlat,10,20,9,5
5046,mlat,10,20,9,6
5047,mlat,10,20,9,7
5048,mlat,10,20,9,8
5049,mlat,10,20,9,9
5050,mlat,10,20,9,10
5051,mlat,10,20,9,11
5052,mlat,10,20,9,12
5053,mlat,10,20,9,13
5054,mlat,10,20,9,14
5055,mlat,10,20,9,15
5056,mlat,10,20,9,16
5057,mlat,10,20,9,17
5058,mlat,10,20,9,18
5059,mlat,10,20,9,19
5060,mlat,10,20,9,20
5061,mlat,10,20,9,21
5062,mlat,10,20,9,22
5063,mlat,10,20,9,23
5064,mlat,10,20,9,24
5065,mlat,10,20,9,25
5066,mlat,10,20,9,26
5067,mlat,10,20,9,27
5068,mlat,10,20,9,28
5069,mlat,10,20,9,29
5070,mlat,10,20,10,0
5071,mlat,10,20,10,1
5072,mlat,10,20,10,2
5073,mlat,10,20,10,3
5074,mlat,10,20,10,4
5075,mlat,10,20,10,5
5076,mlat,10,20,10,6
5077,mlat,10,20,10,7
5078,mlat,10,20,10,8
5079,mlat,10,20,10,9
5080,mlat,10,20,10,10
5081,mlat,10,20,10,11
5082,mlat,10,20,10,12
5083,mlat,10,20,10,13
5084,mlat,10,20,10,14
